"","School","State","School.Type","Total.Disbursements","Year"
"4709","VICTORY UNIVERSITY","TN","Proprietary",2819701,"1011"
"4710","TENNESSEE TECHNOLOGY CENTER AT HARRIMAN","TN","Public",849483.46,"1011"
"4711","SOUTHWEST TENNESSEE COMMUNITY COLLEGE","TN","Public",37471963.28,"1011"
"4712","PLAZA BEAUTY SCHOOL","TN","Proprietary",549094,"1011"
"4713","AMERICAN BAPTIST THEOLOGICAL SEMINARY","TN","Private-Nonprofit",322711.71,"1011"
"4714","TENNESSEE TECHNOLOGY CENTER AT JACKSBORO","TN","Public",538747.6,"1011"
"4715","WILLIAM R  MOORE COLLEGE OF TECHNOLOGY","TN","Private-Nonprofit",162289,"1011"
"4716","TENNESSEE TECHNOLOGY CENTER - RIPLEY","TN","Public",479049,"1011"
"4717","PELLISSIPPI STATE COMMUNITY COLLEGE","TN","Public",19547171,"1011"
"4718","TENNESSEE TECHNOLOGY CENTER AT WHITEVILLE","TN","Public",648364,"1011"
"4719","TENNESSEE TECHNOLOGY CENTER AT MURFREESBORO","TN","Public",881355.34,"1011"
"4720","O'MORE COLLEGE OF DESIGN","TN","Private-Nonprofit",379969.5,"1011"
"4721","NASHVILLE COLLEGE OF MEDICAL CAREERS","TN","Proprietary",915045.37,"1011"
"4722","PAUL MITCHELL THE SCHOOL NASHVILLE","TN","Proprietary",1791891.38,"1011"
"4723","CONCORDE CAREER COLLEGE","TN","Proprietary",5912146,"1011"
"4724","CHATTANOOGA COLLEGE - MEDICAL, DENTAL AND TECHNICAL CAREERS","TN","Proprietary",2126748.81,"1011"
"4725","TENNESSEE TECHNOLOGY CENTER AT PARIS","TN","Public",1326919.52,"1011"
"4726","KNOXVILLE INSTITUTE OF HAIR DESIGN","TN","Proprietary",194774,"1011"
"4727","ARNOLD'S BEAUTY SCHOOL","TN","Proprietary",271000.25,"1011"
"4728","JENNY LEA ACADEMY OF COSMETOLOGY","TN","Proprietary",958507.09,"1011"
"4729","PAUL MITCHELL THE SCHOOL KNOXVILLE","TN","Proprietary",319202,"1011"
"4730","MISTER WAYNE'S SCHOOL OF UNISEX HAIR DESIGN","TN","Proprietary",166468.97,"1011"
"4731","VOLUNTEER BEAUTY ACADEMY NORTH","TN","Proprietary",278341,"1011"
"4732","VOLUNTEER BEAUTY ACADEMY OF DYERSBURG","TN","Proprietary",350255,"1011"
"4733","KAPLAN CAREER INSTITUTE","TN","Proprietary",4412070.32,"1011"
"4734","MEDVANCE INSTITUTE","TN","Proprietary",6352846.06,"1011"
"4735","VOLUNTEER BEAUTY ACADEMY","TN","Proprietary",110282,"1011"
"4736","SOUTHERN INSTITUTE OF COSMETOLOGY","TN","Proprietary",509987,"1011"
"4737","QUEEN CITY COLLEGE","TN","Proprietary",601606,"1011"
"4738","TENNESSEE ACADEMY OF COSMETOLOGY","TN","Proprietary",542301.92,"1011"
"4739","NOSSI COLLEGE OF ART","TN","Proprietary",1542577.37,"1011"
"4740","FAYETTEVILLE COLLEGE OF COSMETOLOGY ARTS & SCIENCES","TN","Proprietary",268954.5,"1011"
"4741","MILLER - MOTTE TECHNICAL COLLEGE","TN","Proprietary",24361189.07,"1011"
"4742","WELCH COLLEGE","TN","Private-Nonprofit",509797.25,"1011"
"4743","FRANKLIN ACADEMY","TN","Private-Nonprofit",470915.11,"1011"
"4744","TENNESSEE ACADEMY OF COSMETOLOGY","TN","Proprietary",386440.46,"1011"
"4745","GENESIS CAREER COLLEGE: LEBANON CAMPUS","TN","Proprietary",1533339.8,"1011"
"4746","NORTH CENTRAL INSTITUTE","TN","Proprietary",229071.48,"1011"
"4747","WATKINS COLLEGE OF ART, DESIGN & FILM","TN","Private-Nonprofit",657674.82,"1011"
"4748","STYLES & PROFILES BEAUTY COLLEGE","TN","Proprietary",103400,"1011"
"4749","BAPTIST MEMORIAL COLLEGE OF HEALTH SCIENCES","TN","Private-Nonprofit",2140836.19,"1011"
"4750","WILLIAMSON CHRISTIAN COLLEGE","TN","Private-Nonprofit",442915.2,"1011"
"4751","NEW CONCEPTS SCHOOL OF COSMETOLOGY","TN","Proprietary",222102.62,"1011"
"4752","INTERNATIONAL BARBER & STYLE COLLEGE","TN","Proprietary",672734,"1011"
"4753","MEMPHIS INSTITUTE OF BARBERING","TN","Proprietary",655512.81,"1011"
"4754","SHEAR ACADEMY","TN","Proprietary",154042.4,"1011"
"4755","SAE INSTITUTE OF TECHNOLOGY","TN","Proprietary",421445,"1011"
"4756","CAREER BEAUTY COLLEGE","TN","Proprietary",141333,"1011"
"4757","INSTITUTE OF HAIR DESIGN","TN","Proprietary",216836.23,"1011"
"4758","BUCHANAN BEAUTY COLLEGE","TN","Proprietary",306872,"1011"
"4759","VISIBLE MUSIC COLLEGE","TN","Private-Nonprofit",275096,"1011"
"4760","TENNESSEE CAREER INSTITUTE","TN","Proprietary",621058,"1011"
"4761","ELITE COLLEGE OF COSMETOLOGY","TN","Proprietary",342197,"1011"
"4762","LOVE BEAUTY SCHOOL","TN","Proprietary",355435,"1011"
"4763","MERIDIAN INSTITUTE OF SURGICAL ASSISTING","TN","Proprietary",47619.81,"1011"
"4764","NASHVILLE BARBER AND STYLE ACADEMY","TN","Proprietary",45024.05,"1011"
"4765","ABILENE CHRISTIAN UNIVERSITY","TX","Private-Nonprofit",4315915.9,"1011"
"4766","ALVIN COMMUNITY COLLEGE","TX","Public",3842575,"1011"
"4767","AMARILLO COLLEGE","TX","Public",18219563.4,"1011"
"4768","ANGELO STATE UNIVERSITY","TX","Public",12390052,"1011"
"4769","AUSTIN COLLEGE","TX","Private-Nonprofit",1727200,"1011"
"4770","BAYLOR UNIVERSITY","TX","Private-Nonprofit",13930295.71,"1011"
"4771","COASTAL BEND COLLEGE","TX","Public",8835708.75,"1011"
"4772","BLINN COLLEGE","TX","Public",17674003,"1011"
"4773","CISCO COLLEGE","TX","Public",8842228.43,"1011"
"4774","CLARENDON COLLEGE","TX","Public",3281045.75,"1011"
"4775","COMMONWEALTH INSTITUTE OF FUNERAL SERVICE","TX","Private-Nonprofit",327409,"1011"
"4776","CONCORDIA UNIVERSITY TEXAS","TX","Private-Nonprofit",3037417.64,"1011"
"4777","NORTH CENTRAL TEXAS COLLEGE","TX","Public",11441417.38,"1011"
"4778","DALLAS BAPTIST UNIVERSITY","TX","Private-Nonprofit",4293510.67,"1011"
"4779","CEDAR VALLEY COLLEGE","TX","Public",9164706.28,"1011"
"4780","DEL MAR COLLEGE","TX","Public",20344065.07,"1011"
"4781","EAST TEXAS BAPTIST UNIVERSITY","TX","Private-Nonprofit",2332750,"1011"
"4782","TEXAS A&M UNIVERSITY - COMMERCE","TX","Public",16500263.1,"1011"
"4783","FRANK PHILLIPS COLLEGE","TX","Public",2479139.07,"1011"
"4784","GRAYSON COUNTY COLLEGE","TX","Public",11629767.78,"1011"
"4785","HARDIN-SIMMONS UNIVERSITY","TX","Private-Nonprofit",2876695.9,"1011"
"4786","TRINITY VALLEY COMMUNITY COLLEGE","TX","Public",12560674.12,"1011"
"4787","HILL COLLEGE","TX","Public",7445809.15,"1011"
"4788","HOWARD COUNTY JUNIOR COLLEGE DISTRICT","TX","Public",7155269.44,"1011"
"4789","HOWARD PAYNE UNIVERSITY","TX","Private-Nonprofit",2257883,"1011"
"4790","HOUSTON BAPTIST UNIVERSITY","TX","Private-Nonprofit",4588744,"1011"
"4791","HUSTON - TILLOTSON UNIVERSITY","TX","Private-Nonprofit",3464726,"1011"
"4792","UNIVERSITY OF THE INCARNATE WORD","TX","Private-Nonprofit",11029968,"1011"
"4793","JACKSONVILLE COLLEGE-MAIN CAMPUS","TX","Private-Nonprofit",1016662,"1011"
"4794","KILGORE COLLEGE","TX","Public",14481324.35,"1011"
"4795","LAMAR UNIVERSITY","TX","Public",20088311.06,"1011"
"4796","LAREDO COMMUNITY COLLEGE","TX","Public",22747077.4,"1011"
"4797","LEE COLLEGE","TX","Public",9649922.55,"1011"
"4798","LETOURNEAU UNIVERSITY","TX","Private-Nonprofit",6437968.29,"1011"
"4799","LON MORRIS COLLEGE","TX","Private-Nonprofit",3335112,"1011"
"4800","LUBBOCK CHRISTIAN UNIVERSITY","TX","Private-Nonprofit",3116719,"1011"
"4801","UNIVERSITY OF MARY HARDIN-BAYLOR","TX","Private-Nonprofit",4960255,"1011"
"4802","MCLENNAN COMMUNITY COLLEGE","TX","Public",24999514.88,"1011"
"4803","MCMURRY UNIVERSITY","TX","Private-Nonprofit",3402655.72,"1011"
"4804","MIDWESTERN STATE UNIVERSITY","TX","Public",10132054.76,"1011"
"4805","NAVARRO COLLEGE","TX","Public",24434637.38,"1011"
"4806","UNIVERSITY OF NORTH TEXAS","TX","Public",48057333.54,"1011"
"4807","ODESSA COLLEGE","TX","Public",7252258.83,"1011"
"4808","OUR LADY OF THE LAKE UNIVERSITY","TX","Private-Nonprofit",4501110.61,"1011"
"4809","UNIVERSITY OF TEXAS - PAN AMERICAN","TX","Public",58107742,"1011"
"4810","PANOLA COLLEGE","TX","Public",4241705.63,"1011"
"4811","PARIS JUNIOR COLLEGE","TX","Public",14032374.06,"1011"
"4812","PAUL QUINN COLLEGE","TX","Private-Nonprofit",1032224.85,"1011"
"4813","RANGER COLLEGE","TX","Public",2461279.23,"1011"
"4814","RICE UNIVERSITY","TX","Private-Nonprofit",3058673,"1011"
"4815","SAM HOUSTON STATE UNIVERSITY","TX","Public",26809277.06,"1011"
"4816","SAINT PHILIP'S COLLEGE","TX","Public",24173945,"1011"
"4817","SAN JACINTO COMMUNITY COLLEGE DISTRICT","TX","Public",36010250.03,"1011"
"4818","SCHREINER UNIVERSITY","TX","Private-Nonprofit",2202145,"1011"
"4819","SOUTH PLAINS COLLEGE","TX","Public",17073551.78,"1011"
"4820","UNIVERSITY OF HOUSTON - DOWNTOWN","TX","Public",27398824,"1011"
"4821","SOUTHERN METHODIST UNIVERSITY","TX","Private-Nonprofit",5096828,"1011"
"4822","SOUTHWEST TEXAS JUNIOR COLLEGE","TX","Public",14881470.98,"1011"
"4823","TEXAS STATE UNIVERSITY-SAN MARCOS","TX","Public",45361435.04,"1011"
"4824","SOUTHWESTERN ASSEMBLIES OF GOD UNIVERSITY","TX","Private-Nonprofit",3791039,"1011"
"4825","SOUTHWESTERN CHRISTIAN COLLEGE","TX","Private-Nonprofit",758030.06,"1011"
"4826","SOUTHWESTERN ADVENTIST UNIVERSITY","TX","Private-Nonprofit",1706357,"1011"
"4827","SOUTHWESTERN UNIVERSITY","TX","Private-Nonprofit",1691108.29,"1011"
"4828","SAINT EDWARDS UNIVERSITY","TX","Private-Nonprofit",6796593.65,"1011"
"4829","ST MARY'S UNIVERSITY SAN ANTONIO","TX","Private-Nonprofit",5700241,"1011"
"4830","STEPHEN F AUSTIN STATE UNIVERSITY","TX","Public",23641045,"1011"
"4831","SUL ROSS STATE UNIVERSITY","TX","Public",7067770.26,"1011"
"4832","TARRANT COUNTY COLLEGE DISTRICT","TX","Public",72523294.56,"1011"
"4833","TEMPLE COLLEGE","TX","Public",13813087.29,"1011"
"4834","TEXARKANA COLLEGE","TX","Public",5749745,"1011"
"4835","PRAIRIE VIEW AGRICULTURAL & MECHANICAL UNIVERSITY","TX","Public",23019231,"1011"
"4836","TARLETON STATE UNIVERSITY","TX","Public",17798972.78,"1011"
"4837","TEXAS A&M UNIVERSITY","TX","Public",44756597.17,"1011"
"4838","TEXAS STATE TECHNICAL COLLEGE","TX","Public",19103711.75,"1011"
"4839","TEXAS CHRISTIAN UNIVERSITY","TX","Private-Nonprofit",5649236,"1011"
"4840","JARVIS CHRISTIAN COLLEGE","TX","Private-Nonprofit",2026344,"1011"
"4841","TEXAS COLLEGE","TX","Private-Nonprofit",3841136,"1011"
"4842","TEXAS A&M UNIVERSITY - KINGSVILLE","TX","Public",20550004.44,"1011"
"4843","TEXAS LUTHERAN UNIVERSITY","TX","Private-Nonprofit",2605668,"1011"
"4844","TEXAS SOUTHERN UNIVERSITY","TX","Public",26522545.79,"1011"
"4845","TEXAS TECH UNIVERSITY","TX","Public",33282870,"1011"
"4846","TEXAS WESLEYAN UNIVERSITY","TX","Private-Nonprofit",4148821.46,"1011"
"4847","TEXAS WOMANS UNIVERSITY","TX","Public",18044091.9,"1011"
"4848","TRINITY UNIVERSITY","TX","Private-Nonprofit",1510502.6,"1011"
"4849","TYLER JUNIOR COLLEGE","TX","Public",23068190,"1011"
"4850","UNIVERSITY OF DALLAS","TX","Private-Nonprofit",1372103.28,"1011"
"4851","UNIVERSITY OF HOUSTON","TX","Public",52628536.96,"1011"
"4852","UNIVERSITY OF SAINT THOMAS","TX","Private-Nonprofit",2547806,"1011"
"4853","UNIVERSITY OF TEXAS AT ARLINGTON","TX","Public",45249890.75,"1011"
"4854","UNIVERSITY OF TEXAS - AUSTIN","TX","Public",56556557.76,"1011"
"4855","UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT SAN ANTONIO","TX","Public",1112637,"1011"
"4856","UNIVERSITY OF TEXAS AT EL PASO","TX","Public",56484045.32,"1011"
"4857","VICTORIA COLLEGE","TX","Public",7057306.74,"1011"
"4858","WAYLAND BAPTIST UNIVERSITY - PLAINVIEW CAMPUS","TX","Private-Nonprofit",5583367,"1011"
"4859","WEATHERFORD COLLEGE","TX","Public",8395794.11,"1011"
"4860","WEST TEXAS A&M UNIVERSITY","TX","Public",11984293.83,"1011"
"4861","WHARTON COUNTY JUNIOR COLLEGE","TX","Public",8150352.9,"1011"
"4862","WILEY COLLEGE","TX","Private-Nonprofit",5474664,"1011"
"4863","CENTRAL TEXAS COLLEGE","TX","Public",27190019.76,"1011"
"4864","EL CENTRO COLLEGE","TX","Public",15168176.05,"1011"
"4865","TEXAS A&M UNIVERSITY SYSTEM HEALTH SCIENCE CENTER","TX","Public",108350,"1011"
"4866","UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON","TX","Public",527793.01,"1011"
"4867","UNIVERSITY OF TEXAS MEDICAL BRANCH AT GALVESTON","TX","Public",793829,"1011"
"4868","GALVESTON COLLEGE","TX","Public",4638193.02,"1011"
"4869","BAPTIST HEALTH SYSTEM SCHOOL OF HEALTH PROFESSIONS","TX","Proprietary",1239424,"1011"
"4870","COVENANT SCHOOL OF NURSING AND ALLIED HEALTH","TX","Private-Nonprofit",426394,"1011"
"4871","ANGELINA COLLEGE","TX","Public",11749054.91,"1011"
"4872","DALLAS CHRISTIAN COLLEGE","TX","Private-Nonprofit",697707.73,"1011"
"4873","COLLEGE OF THE MAINLAND","TX","Public",4855085.39,"1011"
"4874","BRAZOSPORT COLLEGE","TX","Public",3539342.65,"1011"
"4875","MIMS CLASSIC BEAUTY COLLEGE","TX","Proprietary",251847,"1011"
"4876","MOUNTAIN VIEW COLLEGE","TX","Public",11734513.96,"1011"
"4877","RICHLAND COLLEGE","TX","Public",16621790.63,"1011"
"4878","EASTFIELD COLLEGE","TX","Public",17186652.8,"1011"
"4879","FRANKLIN COLLEGE","TX","Proprietary",2321569,"1011"
"4880","SAN ANTONIO COLLEGE","TX","Public",49679022.57,"1011"
"4881","TEXAS STATE TECHNICAL COLLEGE HARLINGEN","TX","Public",17482034.9,"1011"
"4882","KAPLAN COLLEGE","TX","Proprietary",15206538.5,"1011"
"4883","WESTERN TEXAS COLLEGE","TX","Public",1857644.71,"1011"
"4884","TEXAS A&M INTERNATIONAL UNIVERSITY","TX","Public",19008581.88,"1011"
"4885","UNIVERSITY OF TEXAS AT DALLAS","TX","Public",15445114.9,"1011"
"4886","MIDLAND COLLEGE","TX","Public",6714562.94,"1011"
"4887","UNIVERSITY OF TEXAS OF THE PERMIAN BASIN","TX","Public",5898680.5,"1011"
"4888","TEXAS STATE TECHNICAL COLLEGE WEST TEXAS","TX","Public",3691141,"1011"
"4889","UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER (THE)","TX","Public",50267,"1011"
"4890","AMERICAN COMMERCIAL COLLEGE","TX","Proprietary",1691165,"1011"
"4891","AMERICAN COMMERCIAL COLLEGE","TX","Proprietary",1775148,"1011"
"4892","VERNON COLLEGE","TX","Public",6019635.78,"1011"
"4893","UNIVERSITY OF TEXAS AT SAN ANTONIO","TX","Public",54813750,"1011"
"4894","WADE COLLEGE","TX","Proprietary",1510696,"1011"
"4895","EL PASO COUNTY COMMUNITY COLLEGE DISTRICT","TX","Public",69870138.63,"1011"
"4896","HALLMARK COLLEGE OF TECHNOLOGY","TX","Proprietary",3561065,"1011"
"4897","LIGHTHOUSE COLLEGE","TX","Private-Nonprofit",104240,"1011"
"4898","HOUSTON COMMUNITY COLLEGE","TX","Public",95177576.37,"1011"
"4899","TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER","TX","Public",980516,"1011"
"4900","DALLAS INSTITUTE OF FUNERAL SERVICE","TX","Private-Nonprofit",333836,"1011"
"4901","LONE STAR COLLEGE-NORTH HARRIS","TX","Public",73428416.09,"1011"
"4902","TEXAS A&M UNIVERSITY - CORPUS CHRISTI","TX","Public",17380312,"1011"
"4903","UNIVERSITY OF TEXAS AT TYLER","TX","Public",8270366.84,"1011"
"4904","UNIVERSITY OF HOUSTON-CLEAR LAKE","TX","Public",7896798,"1011"
"4905","AUSTIN COMMUNITY COLLEGE","TX","Public",48119581.93,"1011"
"4906","VICTORIA BEAUTY COLLEGE","TX","Proprietary",420974,"1011"
"4907","BALDWIN BEAUTY SCHOOL #5","TX","Proprietary",637145,"1011"
"4908","LAREDO BEAUTY COLLEGE","TX","Proprietary",1018345,"1011"
"4909","ATI TECHNICAL TRAINING CENTER","TX","Proprietary",12994494.43,"1011"
"4910","PAUL MITCHELL THE SCHOOL DALLAS","TX","Proprietary",1427511,"1011"
"4911","INTERNATIONAL BEAUTY COLLEGE #3","TX","Proprietary",313572,"1011"
"4912","METROPLEX BEAUTY SCHOOL","TX","Proprietary",422347,"1011"
"4913","CHARLES & SUE'S SCHOOL OF HAIR DESIGN","TX","Proprietary",286738.07,"1011"
"4914","TINT SCHOOL OF MAKEUP & COSMETOLOGY","TX","Proprietary",237627.28,"1011"
"4915","NEILSON BEAUTY COLLEGE","TX","Proprietary",234468,"1011"
"4916","OGLE SCHOOL HAIR SKIN NAILS","TX","Proprietary",1291916,"1011"
"4917","UNIVERSITY OF HOUSTON - VICTORIA","TX","Public",4667547,"1011"
"4918","CONLEE'S COLLEGE OF COSMETOLOGY","TX","Proprietary",149497,"1011"
"4919","CAPITOL CITY TRADE & TECHNICAL SCHOOL","TX","Proprietary",1666693.08,"1011"
"4920","NORTH LAKE COLLEGE","TX","Public",9657767.31,"1011"
"4921","ARLINGTON BAPTIST COLLEGE","TX","Private-Nonprofit",591016,"1011"
"4922","SOUTHWEST INSTITUTE OF TECHNOLOGY","TX","Proprietary",162134.59,"1011"
"4923","WESTERN TECHNICAL COLLEGE","TX","Proprietary",7007819.16,"1011"
"4924","BROOKHAVEN COLLEGE","TX","Public",10420499.53,"1011"
"4925","ART INSTITUTE OF HOUSTON (THE)","TX","Proprietary",12844004.55,"1011"
"4926","COURT REPORTING INSTITUTE OF DALLAS","TX","Proprietary",1877709.3,"1011"
"4927","AMERICAN COMMERCIAL COLLEGE","TX","Proprietary",994797,"1011"
"4928","VET TECH INSTITUTE OF HOUSTON","TX","Proprietary",1085337.73,"1011"
"4929","PIPO ACADEMY OF HAIR DESIGN","TX","Proprietary",185242,"1011"
"4930","AMERICAN COMMERCIAL COLLEGE","TX","Proprietary",1018966,"1011"
"4931","SOUTHWEST SCHOOL OF BUSINESS & TECHNICAL CAREERS","TX","Proprietary",1964005,"1011"
"4932","TRI-STATE COSMETOLOGY INSTITUTE","TX","Proprietary",1401058.92,"1011"
"4933","OGLE SCHOOL HAIR SKIN NAILS","TX","Proprietary",3484360.5,"1011"
"4934","OGLE SCHOOL HAIR SKIN NAILS","TX","Proprietary",747950,"1011"
"4935","CENTRAL TEXAS BEAUTY COLLEGE #2","TX","Proprietary",1214037.99,"1011"
"4936","MILAN INSTITUTE OF COSMETOLOGY","TX","Proprietary",11911177,"1011"
"4937","TEXAS VOCATIONAL SCHOOL","TX","Proprietary",563069.64,"1011"
"4938","EVEREST INSTITUTE","TX","Proprietary",10766141.01,"1011"
"4939","EXPOSITO SCHOOL OF HAIR DESIGN","TX","Proprietary",237895,"1011"
"4940","FRANKLIN BEAUTY SCHOOL","TX","Proprietary",502586,"1011"
"4941","UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES","TX","Proprietary",2519800,"1011"
"4942","CAPITOL CITY CAREERS","TX","Proprietary",360799.27,"1011"
"4943","PARKER UNIVERSITY","TX","Private-Nonprofit",222936,"1011"
"4944","FORT WORTH BEAUTY SCHOOL","TX","Proprietary",575217,"1011"
"4945","TEXAS SCHOOL OF BUSINESS","TX","Proprietary",7088877,"1011"
"4946","NORTHEAST TEXAS COMMUNITY COLLEGE","TX","Public",8324029.25,"1011"
"4947","KD STUDIO","TX","Proprietary",867398.44,"1011"
"4948","UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES","TX","Proprietary",215449,"1011"
"4949","BAPTIST MISSIONARY ASSOCIATION THEOLOGICAL SEMINARY","TX","Private-Nonprofit",52409,"1011"
"4950","INTERACTIVE LEARNING SYSTEMS","TX","Proprietary",5041928,"1011"
"4951","PALO ALTO COLLEGE","TX","Public",18811868,"1011"
"4952","LAMAR STATE COLLEGE - PORT ARTHUR","TX","Public",4160333.46,"1011"
"4953","PAUL MITCHELL THE SCHOOL","TX","Proprietary",1086231.56,"1011"
"4954","LAMAR STATE COLLEGE - ORANGE","TX","Public",5906717.05,"1011"
"4955","COLLIN COUNTY COMMUNITY COLLEGE","TX","Public",23186665.87,"1011"
"4956","UNIVERSAL TECHNICAL INSTITUTE","TX","Proprietary",19018584.86,"1011"
"4957","AUSTIN GRADUATE SCHOOL OF THEOLOGY","TX","Private-Nonprofit",64734,"1011"
"4958","ARLINGTON CAREER INSTITUTE","TX","Proprietary",1070117,"1011"
"4959","SEGUIN BEAUTY SCHOOL-SEGUIN","TX","Proprietary",486306.17,"1011"
"4960","HOUSTON TRAINING SCHOOLS","TX","Proprietary",3517143,"1011"
"4961","SEBRING CAREER SCHOOLS","TX","Proprietary",729912.32,"1011"
"4962","SOUTH TEXAS VOCATIONAL TECHNICAL INSTITUTE","TX","Proprietary",8545578.18,"1011"
"4963","SOUTH TEXAS VOCATIONAL TECHNICAL INSTITUTE","TX","Proprietary",11885998.04,"1011"
"4964","UNIVERSITY OF TEXAS M.D. ANDERSON CANCER CENTER","TX","Public",505014.59,"1011"
"4965","TEXAS BARBER COLLEGE","TX","Proprietary",6124339,"1011"
"4966","LE CORDON BLEU COLLEGE OF CULINARY ARTS","TX","Proprietary",25904206.19,"1011"
"4967","VISTA COLLEGE","TX","Proprietary",10019134,"1011"
"4968","CAREER POINT COLLEGE","TX","Proprietary",10458123.21,"1011"
"4969","KAPLAN COLLEGE","TX","Proprietary",6794143.5,"1011"
"4970","ATI- CAREER TRAINING CENTER","TX","Proprietary",16864325.65,"1011"
"4971","ATI CAREER TRAINING CENTER","TX","Proprietary",10092603.85,"1011"
"4972","OCEAN CORPORATION (THE)","TX","Proprietary",1392655.36,"1011"
"4973","CENTER FOR ADVANCED LEGAL STUDIES","TX","Proprietary",667900.53,"1011"
"4974","SANFORD-BROWN COLLEGE","TX","Proprietary",11651061.94,"1011"
"4975","SW SCHOOL OF BUSINESS & TECHNICAL CAREERS","TX","Proprietary",436211,"1011"
"4976","UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES","TX","Proprietary",245892,"1011"
"4977","PCI HEALTH TRAINING CENTER","TX","Proprietary",3451516,"1011"
"4978","SW SCHOOL OF BUSINESS & TECHNICAL CAREERS","TX","Proprietary",506952,"1011"
"4979","TEXAS COLLEGE OF COSMETOLOGY","TX","Proprietary",755284.35,"1011"
"4980","REMINGTON COLLEGE - HOUSTON CAMPUS","TX","Private-Nonprofit",12890322,"1011"
"4981","ROYAL BEAUTY CAREERS","TX","Proprietary",548306.71,"1011"
"4982","SCHOOL OF AUTOMOTIVE MACHINISTS-","TX","Proprietary",333345,"1011"
"4983","TINT SCHOOL OF MAKEUP & COSMETOLOGY","TX","Proprietary",685634.51,"1011"
"4984","SOUTHERN CAREERS INSTITUTE","TX","Proprietary",13097988,"1011"
"4985","STAR COLLEGE OF COSMETOLOGY","TX","Proprietary",502990,"1011"
"4986","UNIVERSITY OF TEXAS AT BROWNSVILLE","TX","Public",42001470.49,"1011"
"4987","ICC TECHNICAL INSTITUTE","TX","Private-Nonprofit",515765.34,"1011"
"4988","SOUTH TEXAS COLLEGE","TX","Public",65740637.52,"1011"
"4989","ROYAL BEAUTY CAREERS","TX","Proprietary",1190840.16,"1011"
"4990","MID-CITIES BARBER COLLEGE","TX","Proprietary",589788.85,"1011"
"4991","KAPLAN COLLEGE","TX","Proprietary",10684280.5,"1011"
"4992","COLLEGE OF HEALTH CARE PROFESSIONS (THE)","TX","Proprietary",4904453.72,"1011"
"4993","NATIONAL BEAUTY COLLEGE","TX","Proprietary",170033,"1011"
"4994","ARLINGTON MEDICAL INSTITUTE","TX","Proprietary",294444.37,"1011"
"4995","TEXAS A & M UNIVERSITY - TEXARKANA","TX","Public",2840800.45,"1011"
"4996","TEXAS COLLEGE OF TRADITIONAL CHINESE MEDICINE","TX","Proprietary",14325,"1011"
"4997","COLLEGE OF SAINT THOMAS MORE (THE)","TX","Private-Nonprofit",25775,"1011"
"4998","FARIS TECHNICAL INSTITUTE","TX","Proprietary",104238.13,"1011"
"4999","KAPLAN COLLEGE","TX","Proprietary",5247416.75,"1011"
"5000","COSMETOLOGY CAREER INSTITUTE","TX","Proprietary",829529,"1011"
"5001","ACADEMY OF HAIR DESIGN","TX","Proprietary",766442,"1011"
"5002","ACADEMY OF HAIR DESIGN","TX","Proprietary",379386,"1011"
"5003","NORTHWEST EDUCATIONAL CENTER","TX","Proprietary",1486811.62,"1011"
"5004","TONI&GUY HAIRDRESSING ACADEMY","TX","Proprietary",716164.3,"1011"
"5005","NORTHWEST VISTA COLLEGE","TX","Public",23105141,"1011"
"5006","TEXAS STATE TECHNICAL COLLEGE MARSHALL","TX","Public",2800503.62,"1011"
"5007","QUEST COLLEGE","TX","Proprietary",1466916,"1011"
"5008","ADVANCED BARBER COLLEGE & HAIR DESIGN","TX","Proprietary",802068.11,"1011"
"5009","DALLAS NURSING INSTITUTE","TX","Proprietary",4367015.12,"1011"
"5010","MILAN INSTITUTE","TX","Proprietary",7399929,"1011"
"5011","COLLEGE OF BIBLICAL STUDIES-HOUSTON","TX","Private-Nonprofit",466843,"1011"
"5012","FORTIS COLLEGE","TX","Proprietary",5729529.49,"1011"
"5013","COLLEGE OF HEALTH CARE PROFESSIONS (THE)","TX","Proprietary",941638.52,"1011"
"5014","CORYELL COSMETOLOGY COLLEGE","TX","Proprietary",140113,"1011"
"5015","LUBBOCK HAIR ACADEMY","TX","Proprietary",335794,"1011"
"5016","CONCORDE CAREER INSTITUTE","TX","Proprietary",3921925,"1011"
"5017","STATE BEAUTY ACADEMY","TX","Proprietary",224253,"1011"
"5018","KUSSAD INSTITUTE OF COURT REPORTING","TX","Proprietary",55575,"1011"
"5019","AVIATION INSTITUTE OF MAINTENANCE","TX","Proprietary",2924667,"1011"
"5020","MJ'S BEAUTY ACADEMY","TX","Proprietary",261667,"1011"
"5021","VALLEY GRANDE INSTITUTE FOR ACADEMIC STUDIES","TX","Private-Nonprofit",1805206.67,"1011"
"5022","LAMAR INSTITUTE OF TECHNOLOGY","TX","Public",5236359,"1011"
"5023","HEALTHY HAIR ACADEMY","TX","Proprietary",1406235,"1011"
"5024","JAY'S TECHNICAL INSTITUTE","TX","Proprietary",516708.28,"1011"
