"","X","School","State","School.Type","Total.Disbursements","Year"
"31083",25552,"BELLUS ACADEMY","CA","Proprietary",1147759.14,1516
"31084",25553,"INSTITUTE OF BEAUTY CAREERS","PR","Proprietary",1642707.42,1516
"31085",25554,"MONTGOMERY BEAUTY SCHOOL","MD","Proprietary",283862.23,1516
"31086",25555,"ROSEBURG BEAUTY COLLEGE","OR","Proprietary",55213,1516
"31087",25556,"WYOTECH","FL","Private-Nonprofit",518788,1516
"31088",25557,"OGDEN WEBER APPLIED TECHNOLOGY COLLEGE","UT","Public",982675.72,1516
"31089",25558,"ARKANSAS STATE UNIVERSITY MID-SOUTH","AR","Public",2994647.39,1516
"31090",25559,"LAMAR STATE COLLEGE - PORT ARTHUR","TX","Public",2429249,1516
"31091",25560,"HEADMASTERS SCHOOL OF HAIR DESIGN","ID","Proprietary",107111,1516
"31092",25561,"CANNELLA SCHOOL OF HAIR DESIGN","IL","Proprietary",296772,1516
"31093",25562,"WESTERN AREA CAREER & TECHNOLOGY CENTER","PA","Public",191912.63,1516
"31094",25563,"INDIANA COUNTY TECHNOLOGY CENTER","PA","Public",219260.56,1516
"31095",25564,"YESHIVA AND KOLLEL HARBOTZAS TORAH","NY","Private-Nonprofit",33400,1516
"31096",25565,"KNOX BEAUTY COLLEGE","IN","Proprietary",59350,1516
"31097",25566,"WILLOUGHBY EASTLAKE SCHOOL OF PRACTICAL NURSING","OH","Public",434146.76,1516
"31098",25567,"PAUL MITCHELL THE SCHOOL - LOUISVILLE","KY","Proprietary",424729,1516
"31099",25568,"KAPLAN COLLEGE","CA","Proprietary",2184368,1516
"31100",25569,"LE CORDON BLEU COLLEGE OF CULINARY ARTS IN CHICAGO","IL","Proprietary",3212238.06,1516
"31101",25570,"CLOYD'S BEAUTY SCHOOL #3","LA","Proprietary",122574.66,1516
"31102",25571,"POLARIS CAREER CENTER - ADULT EDUCATION DEPARTMENT","OH","Public",499790.01,1516
"31103",25572,"NORTHERN TIER CAREER CENTER","PA","Public",164829.76,1516
"31104",25573,"SCIOTO COUNTY CAREER TECHNICAL CENTER","OH","Public",386922.89,1516
"31105",25574,"CHARLESTON COSMETOLOGY INSTITUTE","SC","Proprietary",196832.69,1516
"31106",25575,"NAVAJO TECHNICAL UNIVERSITY","NM","Public",5276447,1516
"31107",25576,"PAUL MITCHELL THE SCHOOL","TX","Proprietary",838179.37,1516
"31108",25577,"THOMAS AQUINAS COLLEGE","CA","Private-Nonprofit",501819,1516
"31109",25578,"LAMAR STATE COLLEGE - ORANGE","TX","Public",3390815.88,1516
"31110",25579,"BON SECOURS ST MARY'S HOSPITAL SCHOOL OF MEDICAL IMAGING","VA","Private-Nonprofit",35625,1516
"31111",25580,"STAGE ONE-THE HAIR SCHOOL","LA","Proprietary",304000,1516
"31112",25581,"SHASTA BIBLE COLLEGE AND GRADUATE SCHOOL","CA","Private-Nonprofit",112141,1516
"31113",25582,"PROVO COLLEGE","UT","Proprietary",1082278,1516
"31114",25583,"LANDING SCHOOL","ME","Private-Nonprofit",62225,1516
"31115",25584,"COLLIN COUNTY COMMUNITY COLLEGE","TX","Public",17953819.78,1516
"31116",25585,"MICHIGAN BARBER SCHOOL","MI","Private-Nonprofit",556396,1516
"31117",25586,"CONCORDE CAREER COLLEGE","MO","Proprietary",3804376,1516
"31118",25587,"UNIVERSAL TECHNICAL INSTITUTE","TX","Proprietary",11850905.79,1516
"31119",25588,"FULL SAIL UNIVERSITY","FL","Proprietary",45725799.87,1516
"31120",25589,"MERCER COUNTY CAREER CENTER","PA","Public",78061,1516
"31121",25590,"AUSTIN GRADUATE SCHOOL OF THEOLOGY","TX","Private-Nonprofit",24965,1516
"31122",25591,"ARTHUR'S BEAUTY COLLEGE","AR","Proprietary",305483,1516
"31123",25592,"YESHIVA GEDOLAH OF GREATER DETROIT","MI","Private-Nonprofit",113238,1516
"31124",25593,"UNIVERSITY OF PUERTO RICO - MEDICAL SCIENCE CAMPUS","PR","Public",1381531.58,1516
"31125",25594,"HAIR FASHIONS BY KAYE BEAUTY COLLEGE","IN","Proprietary",217992,1516
"31126",25595,"HAIR FASHIONS BY KAYE BEAUTY COLLEGE","IN","Proprietary",130916,1516
"31127",25596,"WEST MICHIGAN COLLEGE OF BARBERING AND BEAUTY","MI","Proprietary",124777,1516
"31128",25597,"BECKFIELD COLLEGE","KY","Proprietary",2731225.19,1516
"31129",25598,"SOUTHWEST UNIVERSITY OF VISUAL ARTS","AZ","Proprietary",574647.56,1516
"31130",25599,"CORTIVA INSTITUTE -  BOSTON","MA","Proprietary",93649,1516
"31131",25600,"EASTERN CENTER FOR ARTS AND TECHNOLOGY-PRACTICAL NURSING","PA","Public",241073.53,1516
"31132",25601,"GILL-TECH ACADEMY OF HAIR DESIGN","WI","Proprietary",93716,1516
"31133",25602,"BALTIMORE STUDIO OF HAIR DESIGN","MD","Proprietary",219545,1516
"31134",25603,"CR'U INSTITUTE OF COSMETOLOGY AND BARBERING","CA","Proprietary",185745.72,1516
"31135",25604,"ROBERT PAUL ACADEMY OF COSMETOLOGY ARTS & SCIENCES","MD","Proprietary",129881,1516
"31136",25605,"MARYLAND BEAUTY ACADEMY","MD","Proprietary",58059,1516
"31137",25606,"ALL-STATE CAREER SCHOOL - ALL-STATE CAREER SCHOOL","PA","Proprietary",2191796.97,1516
"31138",25607,"MILAN INSTITUTE","CA","Proprietary",2094727,1516
"31139",25608,"CLINTON TECHNICAL SCHOOL","MO","Public",90053,1516
"31140",25609,"GREENE COUNTY CAREER CENTER","OH","Public",45228,1516
"31141",25610,"G SKIN & BEAUTY INSTITUTE","IL","Proprietary",388093,1516
"31142",25611,"ACADEMY OF COSMETOLOGY","FL","Proprietary",310721.47,1516
"31143",25612,"MID FLORIDA TECH","FL","Public",396760,1516
"31144",25613,"AMRIDGE UNIVERSITY","AL","Private-Nonprofit",724992,1516
"31145",25614,"WARREN COUNTY COMMUNITY COLLEGE","NJ","Public",1573325,1516
"31146",25615,"WALDEN UNIVERSITY","MN","Proprietary",14349518,1516
"31147",25616,"INSTITUCION CHAVIANO DE MAYAGUEZ","PR","Proprietary",255093.59,1516
"31148",25617,"WINTER PARK TECH","FL","Public",491882,1516
"31149",25618,"BEAUTY ACADEMY","WA","Proprietary",134746,1516
"31150",25619,"ATLANTIC UNIVERSITY COLLEGE","PR","Private-Nonprofit",5515452.82,1516
"31151",25620,"YESHIVA KARLIN STOLIN","NY","Private-Nonprofit",549816,1516
"31152",25621,"ASSOCIATED BETH RIVKAH SCHOOLS","NY","Private-Nonprofit",559262,1516
"31153",25622,"SOUTHEAST COMMUNITY COLLEGE","NE","Public",8033957.65,1516
"31154",25623,"TALMUDIC COLLEGE OF FLORIDA","FL","Private-Nonprofit",70741.67,1516
"31155",25624,"BEAUTY TECHNICAL COLLEGE","OK","Proprietary",90429,1516
"31156",25625,"BLACKFEET COMMUNITY COLLEGE","MT","Private-Nonprofit",1502858.39,1516
"31157",25626,"SOUTHWESTERN INDIAN POLYTECHNIC INSTITUTE","NM","Public",655454,1516
"31158",25627,"JOFFREY BALLET SCHOOL, AMERICAN BALLET CENTER","NY","Proprietary",103941,1516
"31159",25628,"RIDGE CAREER CENTER","FL","Public",691742.5,1516
"31160",25629,"ORANGE TECHNICAL EDUCATION CENTERS - ORLANDO TECHNICAL","FL","Public",373249,1516
"31161",25630,"MARJON SCHOOL OF BEAUTY","NY","Proprietary",59412.5,1516
"31162",25631,"AMERICAN INDIAN OIC TAKODA INSTITUTE OF HIGHER EDUCATION","MN","Private-Nonprofit",147358,1516
"31163",25632,"CITY COLLEGE","FL","Private-Nonprofit",3859028.08,1516
"31164",25633,"SARASOTA SCHOOL OF MASSAGE THERAPY","FL","Proprietary",208534.69,1516
"31165",25634,"AANIIIH NAKODA COLLEGE","MT","Public",448611.99,1516
"31166",25635,"SOUTH LOUISIANA BEAUTY COLLEGE","LA","Proprietary",84019,1516
"31167",25636,"HAIR DYNAMICS EDUCATION CENTER","CO","Proprietary",237386.49,1516
"31168",25637,"BARRETT & CO SCHOOL OF HAIR DESIGN","KY","Proprietary",276420.42,1516
"31169",25638,"OHIO STATE SCHOOL OF COSMETOLOGY","OH","Proprietary",366105,1516
"31170",25639,"AVANCE' BEAUTY COLLEGE","CA","Proprietary",155516.98,1516
"31171",25640,"INTERNATIONAL SCHOOL OF SKIN AND NAILCARE","GA","Proprietary",613743.52,1516
"31172",25641,"CALIFORNIA CAREER SCHOOL","CA","Proprietary",39903,1516
"31173",25642,"INTERIOR DESIGNERS INSTITUTE","CA","Proprietary",79416,1516
"31174",25643,"ADRIANS BEAUTY COLLEGE OF TURLOCK","CA","Proprietary",398810.14,1516
"31175",25644,"MERRELL UNIVERSITY OF BEAUTY ARTS & SCIENCE","MO","Proprietary",326024.86,1516
"31176",25645,"ARLINGTON CAREER INSTITUTE","TX","Proprietary",629797,1516
"31177",25646,"SEGUIN BEAUTY SCHOOL-SEGUIN","TX","Proprietary",172880,1516
"31178",25647,"EASTLAND-FAIRFIELD CAREER AND TECHNICAL SCHOOLS","OH","Public",280981,1516
"31179",25648,"FOX COLLEGE","IL","Proprietary",1255692.65,1516
"31180",25649,"OCEAN COUNTY VOCATIONAL - TECHNICAL SCHOOLS","NJ","Public",557295.5,1516
"31181",25650,"ELIZABETH GRADY SCHOOL OF ESTHETICS AND MASSAGE THERAPY","MA","Proprietary",168403.67,1516
"31182",25651,"SUNSTATE ACADEMY","FL","Proprietary",1388592.07,1516
"31183",25652,"ROBERT MORGAN EDUCATIONAL CENTER AND TECHNICAL COLLEGE","FL","Public",251167.17,1516
"31184",25653,"RALPH R WILLIS CAREER AND TECHNICAL  CENTER","WV","Public",63725,1516
"31185",25654,"ART INSTITUTE OF NEW YORK CITY (THE)","NY","Proprietary",1493940,1516
"31186",25655,"LEES SCHOOL OF COSMETOLOGY","AR","Proprietary",57407.95,1516
"31187",25656,"ARTISTIC ACADEMY OF HAIR DESIGN","NJ","Proprietary",133593,1516
"31188",25657,"JENNY LEA ACADEMY OF COSMETOLOGY","KY","Proprietary",104031.3,1516
"31189",25658,"HOUSTON TRAINING SCHOOLS","TX","Proprietary",1538939,1516
"31190",25659,"ROBERT FIANCE BEAUTY SCHOOLS","NJ","Proprietary",397017.68,1516
"31191",25660,"TDDS TECHNICAL INSTITUTE","OH","Proprietary",566713.87,1516
"31192",25661,"HAMRICK SCHOOL","OH","Proprietary",272183.16,1516
"31193",25662,"WILKES BARRE AREA CAREER AND TECHNICAL CENTER PRACTICAL NURSING PRGM","PA","Public",433407,1516
"31194",25663,"SAINT CHARLES COMMUNITY COLLEGE","MO","Public",5511168.29,1516
"31195",25664,"SEBRING CAREER SCHOOLS","TX","Proprietary",485231,1516
"31196",25665,"WOODWARD BEAUTY COLLEGE","OK","Proprietary",96894,1516
"31197",25666,"PAUL MITCHELL THE SCHOOL","UT","Proprietary",3438792.9,1516
"31198",25667,"LAC COURTE OREILLES OJIBWA COMMUNITY COLLEGE","WI","Public",753275,1516
"31199",25668,"LANDMARK COLLEGE","VT","Private-Nonprofit",408698,1516
"31200",25669,"ROSS MEDICAL EDUCATION CENTER","MI","Proprietary",2962068.02,1516
"31201",25670,"FRED W. EBERLE TECHNICAL CENTER","WV","Public",243618,1516
"31202",25671,"PONCE PARAMEDICAL COLLEGE (POPAC)","PR","Proprietary",5742082.68,1516
"31203",25672,"MERCER COUNTY TECHNICAL EDUCATION CENTER","WV","Public",261927,1516
"31204",25673,"CLEAR CREEK BAPTIST BIBLE COLLEGE","KY","Private-Nonprofit",217239.6,1516
"31205",25674,"LOUISIANA ACADEMY OF BEAUTY","LA","Proprietary",90256.1,1516
"31206",25675,"COMMONWEALTH TECHNICAL INSTITUTE","PA","Public",275553.84,1516
"31207",25676,"BELL MAR BEAUTY COLLEGE","IL","Proprietary",113645,1516
"31208",25677,"PALOMAR INSTITUTE OF COSMETOLOGY","CA","Proprietary",363662.31,1516
"31209",25678,"DELTA COLLEGE OF ARTS & TECHNOLOGY","LA","Proprietary",1581097,1516
"31210",25679,"ARTHUR'S BEAUTY COLLEGE","AR","Proprietary",422930,1516
"31211",25680,"SUFFOLK BEAUTY ACADEMY","VA","Proprietary",146538.23,1516
"31212",25681,"KAPLAN COLLEGE","CA","Proprietary",2467150,1516
"31213",25682,"IRVINE VALLEY COLLEGE","CA","Public",7655376,1516
"31214",25683,"QUEEN CITY COLLEGE","TN","Proprietary",317153,1516
"31215",25684,"TENNESSEE ACADEMY OF COSMETOLOGY","TN","Proprietary",261098.35,1516
"31216",25685,"GLOBE INSTITUTE OF TECHNOLOGY","NY","Proprietary",1408989,1516
"31217",25686,"ALASKA CAREER COLLEGE","AK","Proprietary",1161619,1516
"31218",25687,"STRATFORD UNIVERSITY","VA","Proprietary",6505814,1516
"31219",25688,"BJ'S BEAUTY & BARBER COLLEGE","WA","Proprietary",150982,1516
"31220",25689,"NATIONAL HOLISTIC INSTITUTE","CA","Proprietary",1553114.62,1516
"31221",25690,"BROWNSON TECHNICAL SCHOOL","CA","Proprietary",516274.08,1516
"31222",25691,"PARIS II EDUCATIONAL CENTER","MO","Proprietary",44299,1516
"31223",25692,"BUTLER BEAUTY ACADEMY","PA","Proprietary",241011,1516
"31224",25693,"CHIEF DULL KNIFE COLLEGE","MT","Public",389893,1516
"31225",25694,"NORTH AMERICAN TRADE SCHOOLS","MD","Proprietary",1281369,1516
"31226",25695,"INNER STATE BEAUTY SCHOOL","OH","Proprietary",270582.63,1516
"31227",25696,"HYPNOSIS MOTIVATION INSTITUTE","CA","Private-Nonprofit",92216,1516
"31228",25697,"LAUREL BUSINESS INSTITUTE","PA","Proprietary",744586,1516
"31229",25698,"MTI BUSINESS COLLEGE","CA","Proprietary",426886,1516
"31230",25699,"FLORIDA NATIONAL UNIVERSITY","FL","Proprietary",8034973.51,1516
"31231",25700,"COSMETOLOGY TRAINING CENTER","LA","Proprietary",173933,1516
"31232",25701,"SOUTH TEXAS VOCATIONAL TECHNICAL INSTITUTE","TX","Proprietary",1876627.2,1516
"31233",25702,"KAPLAN COLLEGE","CA","Proprietary",3175465.94,1516
"31234",25703,"CLARION COUNTY CAREER CENTER PRACTICAL NURSING","PA","Public",154113,1516
"31235",25704,"TALMUDICAL INSTITUTE OF UPSTATE NEW YORK","NY","Private-Nonprofit",11238,1516
"31236",25705,"NEBRASKA INDIAN COMMUNITY COLLEGE","NE","Public",276456.42,1516
"31237",25706,"PJ'S COLLEGE OF COSMETOLOGY","KY","Proprietary",157774,1516
"31238",25707,"COLEGIO MAYOR DE TECHNOLOGIA","PR","Proprietary",1481798.1,1516
"31239",25708,"ACADEMY OF HAIR TECHNOLOGY","SC","Proprietary",169450.42,1516
"31240",25709,"SCHOOL OF ADVERTISING ART","OH","Proprietary",318066,1516
"31241",25710,"ASSOCIATED TECHNICAL COLLEGE","CA","Proprietary",583309.59,1516
"31242",25711,"DIVERSIFIED VOCATIONAL COLLEGE","CA","Proprietary",3131554.99,1516
"31243",25712,"RADFORD LOCKLIN TECHNICAL CENTER","FL","Public",453228.23,1516
"31244",25713,"HAZLETON AREA CAREER CENTER","PA","Public",102499,1516
"31245",25714,"VANGUARD COLLEGE OF COSMETOLOGY A PAUL MITCHELL PARTNER SCHOOL","LA","Proprietary",991605.31,1516
"31246",25715,"UNIVERSITY OF TEXAS M.D. ANDERSON CANCER CENTER","TX","Public",524805,1516
"31247",25716,"ETI SCHOOL OF SKILLED TRADES","IL","Proprietary",524386,1516
"31248",25717,"YUKON BEAUTY COLLEGE","OK","Proprietary",61892,1516
"31249",25718,"NILES SCHOOL OF COSMETOLOGY","IL","Proprietary",110071,1516
"31250",25719,"SEMINAR L'MOROS BAIS YAAKOV","NY","Private-Nonprofit",750410,1516
"31251",25720,"PAUL MITCHELL THE SCHOOL","UT","Proprietary",836437.63,1516
"31252",25721,"ART INSTITUTE OF YORK (THE) - PENNSYLVANIA","PA","Proprietary",475009,1516
"31253",25722,"PRISM CAREER INSTITUTE","PA","Proprietary",2694315.99,1516
"31254",25723,"UNIVERSITY OF ADVANCING COMPUTER TECHNOLOGY","AZ","Proprietary",1274314,1516
"31255",25724,"UNITED EDUCATION INSTITUTE","CA","Proprietary",13081999,1516
"31256",25725,"INTERCOAST COLLEGES","CA","Proprietary",3263914.9,1516
"31257",25726,"NICHOLAS JAY SALON & SPA ACADEMY","ID","Proprietary",229705.35,1516
"31258",25727,"CASAL AVEDA INSTITUTE","OH","Proprietary",313035,1516
"31259",25728,"PINNACLE INSTITUTE OF COSMETOLOGY","NC","Proprietary",160970,1516
"31260",25729,"PICKAWAY ROSS COUNTY JOINT VOCATIONAL SCHOOL DISTRICT","OH","Public",383558,1516
"31261",25730,"SOUTHEAST SCHOOL OF COSMETOLOGY","KY","Proprietary",20216,1516
"31262",25731,"APOLLO CAREER CENTER","OH","Public",412170,1516
"31263",25732,"INTERNATIONAL TECHNICAL COLLEGE","PR","Proprietary",503400.22,1516
"31264",25733,"RAPHAEL'S SCHOOL OF BEAUTY CULTURE","OH","Proprietary",344314.83,1516
"31265",25734,"ELAINE STEVEN BEAUTY COLLEGE","MO","Proprietary",380405.29,1516
"31266",25735,"PLATT TECHNICAL HIGH SCHOOL","CT","Public",57409.5,1516
"31267",25736,"SUMTER BEAUTY COLLEGE","SC","Proprietary",96489,1516
"31268",25737,"TEXAS BARBER COLLEGE","TX","Proprietary",1369835,1516
"31269",25738,"GRABBER SCHOOL OF HAIR DESIGN","MO","Proprietary",431213,1516
"31270",25739,"MAHONING COUNTY CAREER AND TECHNICAL CENTER","OH","Public",83493,1516
"31271",25740,"SUSSEX COUNTY COMMUNITY COLLEGE","NJ","Public",2930329,1516
"31272",25741,"LE CORDON BLEU COLLEGE OF CULINARY ARTS","TX","Proprietary",6184964.41,1516
"31273",25742,"ESCUELA DE ARTES PLASTICAS DE PUERTO RICO","PR","Public",1847643.87,1516
"31274",25743,"SEARCY BEAUTY COLLEGE","AR","Proprietary",170770,1516
"31275",25744,"LOS ANGELES ORT TECHNICAL INSTITUTE","CA","Private-Nonprofit",2256344,1516
"31276",25745,"EDUCATIONAL TECHNICAL COLLEGE (EDUTEC)","PR","Proprietary",3526641.46,1516
"31277",25746,"VISTA COLLEGE","TX","Proprietary",17268449,1516
"31278",25747,"EVANS HAIRSTYLING COLLEGE","UT","Proprietary",58083,1516
"31279",25748,"VISTA COLLEGE","TX","Proprietary",1340388,1516
"31280",25749,"BUSINESS INFORMATICS CENTER","NY","Proprietary",3281,1516
"31281",25750,"EVANS HAIRSTYLING COLLEGE OF CEDAR CITY","UT","Proprietary",79938,1516
"31282",25751,"LA BELLE BEAUTY ACADEMY","FL","Proprietary",1066735.79,1516
"31283",25752,"L'ACADEMIE DE CUISINE","MD","Proprietary",156697.5,1516
"31284",25753,"PENNSYLVANIA INSTITUTE OF TAXIDERMY","PA","Proprietary",8663,1516
"31285",25754,"INTERNATIONAL CULINARY CENTER","NY","Proprietary",249540.75,1516
"31286",25755,"ESCUELA TECNICA DE ELECTRICIDAD","PR","Proprietary",1754609,1516
"31287",25756,"CHARTER COLLEGE","WA","Proprietary",9800105.32,1516
"31288",25757,"PAUL MITCHELL THE SCHOOL - ESANI","GA","Proprietary",594984,1516
"31289",25758,"BEAUTY COLLEGE OF AMERICA","GA","Proprietary",99414,1516
"31290",25759,"SANTA BARBARA BUSINESS COLLEGE","CA","Proprietary",2313215,1516
"31291",25760,"SANTA BARBARA BUSINESS COLLEGE","CA","Proprietary",716138,1516
"31292",25761,"NOSSI COLLEGE OF ART","TN","Proprietary",766415,1516
"31293",25762,"NORTH CENTRAL OPPORTUNITIES INDUSTRIALIZATION CENTER","WV","Private-Nonprofit",196466.82,1516
"31294",25763,"ATLANTA SCHOOL OF MASSAGE","GA","Proprietary",620227.41,1516
"31295",25764,"CLAREMORE BEAUTY COLLEGE","OK","Proprietary",75946,1516
"31296",25765,"CC'S COSMETOLOGY COLLEGE","OK","Proprietary",208381,1516
"31297",25766,"GUY'S ACADEMY HAIR, SKIN & NAILS","LA","Proprietary",153025.25,1516
"31298",25767,"CORTIVA INSTITUTE - TUCSON","AZ","Proprietary",605069,1516
"31299",25768,"GWINNETT COLLEGE","GA","Proprietary",1229446.38,1516
"31300",25769,"NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF MASSACHUSETTS","RI","Proprietary",2448363,1516
"31301",25770,"FIRST INSTITUTE","IL","Proprietary",550989,1516
"31302",25771,"INFINITY CAREER COLLEGE","MS","Proprietary",191487.84,1516
"31303",25772,"TRUMBULL CAREER AND TECHNICAL CENTER-ADULT TRAINING CENTER","OH","Public",213236,1516
"31304",25773,"HARRIS SCHOOL OF BUSINESS","NJ","Proprietary",1719145.15,1516
"31305",25774,"UNIVERSIDAD METROPOLITANA","PR","Private-Nonprofit",46296450.51,1516
"31306",25775,"ORLO SCHOOL OF HAIR DESIGN & COSMETOLOGY (THE)","NY","Proprietary",95112,1516
"31307",25776,"HAIR PROFESSIONALS CAREER COLLEGE","IL","Proprietary",193433,1516
"31308",25777,"DOUGLAS J AVEDA INSTITUTE","MI","Proprietary",1785740,1516
"31309",25778,"OHIO STATE SCHOOL OF COSMETOLOGY","OH","Proprietary",310804,1516
"31310",25779,"MEDTECH COLLEGE","VA","Proprietary",3839605.78,1516
"31311",25780,"WRIGHT CAREER COLLEGE","KS","Private-Nonprofit",7759975.59,1516
"31312",25781,"CAREER POINT COLLEGE","TX","Proprietary",7845805.32,1516
"31313",25782,"NORTH-WEST COLLEGE","CA","Proprietary",570633,1516
"31314",25783,"KAPLAN COLLEGE","TX","Proprietary",2993640,1516
"31315",25784,"HISPANIC AMERICAN COLLEGE","PR","Proprietary",1598004.71,1516
"31316",25785,"COLLEGEAMERICA DENVER","CO","Proprietary",2576740.57,1516
"31317",25786,"FAYETTEVILLE COLLEGE OF COSMETOLOGY ARTS & SCIENCES","TN","Proprietary",147606,1516
"31318",25787,"ASIAN - AMERICAN INTERNATIONAL BEAUTY COLLEGE","CA","Proprietary",257610,1516
"31319",25788,"HILLSDALE BEAUTY COLLEGE","MI","Proprietary",75231,1516
"31320",25789,"SPARTAN COLLEGE OF AERONAUTICS & TECHNOLOGY","CA","Proprietary",1758428,1516
"31321",25790,"HERITAGE INSTITUTE","FL","Proprietary",1870087,1516
"31322",25791,"SOUTH BAYLO UNIVERSITY","CA","Private-Nonprofit",90938.07,1516
"31323",25792,"PONTOTOC TECHNOLOGY CENTER DISTRICT #14","OK","Public",274225,1516
"31324",25793,"UNIVERSITY OF SOUTHERNMOST FLORIDA","FL","Proprietary",532884.5,1516
"31325",25794,"NEW YORK COLLEGE OF HEALTH PROFESSIONS","NY","Private-Nonprofit",1311323.59,1516
"31326",25795,"VATTEROTT COLLEGE","MO","Proprietary",19695590,1516
"31327",25796,"NORTHWEST TECHNOLOGY CENTER, SCHOOL DISTRICT 10","OK","Public",63757,1516
"31328",25797,"OCEAN CORPORATION (THE)","TX","Proprietary",784394,1516
"31329",25798,"WES WATKINS TECHNOLOGY CENTER SCHOOL DISTRICT #25","OK","Public",209230,1516
"31330",25799,"AVEDA INSTITUTE COVINGTON","LA","Proprietary",4945958.89,1516
"31331",25800,"AMERICAN SCHOOL OF BUSINESS","LA","Proprietary",51308,1516
"31332",25801,"OPELOUSAS SCHOOL OF COSMETOLOGY","LA","Proprietary",107462.32,1516
"31333",25802,"HENRY W. BREWSTER TECHNICAL CENTER","FL","Public",437023.33,1516
"31334",25803,"NORTHWEST COLLEGE OF ART & DESIGN","WA","Proprietary",206292.01,1516
"31335",25804,"CENTRAL COAST COLLEGE","CA","Proprietary",483406,1516
"31336",25805,"CRAVE BEAUTY ACADEMY","KS","Proprietary",366190,1516
"31337",25806,"LORAIN COUNTY JVS ADULT CAREER CENTER","OH","Public",161863.5,1516
"31338",25807,"CENTER FOR ADVANCED LEGAL STUDIES","TX","Proprietary",461561.81,1516
"31339",25808,"EVEREST COLLEGE","WA","Private-Nonprofit",2142843.71,1516
"31340",25809,"PAUL MITCHELL THE SCHOOL WICHITA","KS","Proprietary",355969,1516
"31341",25810,"HAIR ARTS ACADEMY","IN","Proprietary",118302,1516
"31342",25811,"PAUL MITCHELL THE SCHOOL BOISE","ID","Proprietary",545714.58,1516
"31343",25812,"NEOSHO BEAUTY COLLEGE","MO","Proprietary",107384,1516
"31344",25813,"PINNACLE COLLEGE","CA","Proprietary",443868.34,1516
"31345",25814,"VATTEROTT COLLEGE","IA","Proprietary",4869825,1516
"31346",25815,"VALLEY COLLEGE","WV","Proprietary",526324,1516
"31347",25816,"CAREER TRAINING ACADEMY","PA","Proprietary",741243,1516
"31348",25817,"WASHINGTON COUNTY ADULT SKILL CENTER","VA","Public",121039.5,1516
"31349",25818,"XENON INTERNATIONAL ACADEMY II","NE","Proprietary",598110.04,1516
"31350",25819,"STONE CHILD COLLEGE","MT","Public",669899.44,1516
"31351",25820,"HERITAGE COLLEGE","CO","Proprietary",3761951,1516
"31352",25821,"MARINELLO SCHOOL OF BEAUTY","UT","Proprietary",68607,1516
"31353",25822,"SALON PROFESSIONAL ACADEMY - MELBOURNE, THE","FL","Proprietary",280163,1516
"31354",25823,"PINNACLE CAREER INSTITUTE","KS","Proprietary",264044,1516
"31355",25824,"MILLER - MOTTE TECHNICAL COLLEGE","TN","Proprietary",23667009,1516
"31356",25825,"SANFORD-BROWN COLLEGE","TX","Proprietary",640473.75,1516
"31357",25826,"COLLEGE OF COURT REPORTING","IN","Proprietary",455005.7,1516
"31358",25827,"JEAN MADELINE AVEDA INSTITUTE","PA","Proprietary",461254,1516
"31359",25828,"SANFORD-BROWN INSTITUTE","FL","Proprietary",571116.2,1516
"31360",25829,"SHEAR EGO INTERNATIONAL SCHOOL OF HAIR DESIGN","NY","Proprietary",283337.86,1516
"31361",25830,"LE CORDON BLEU COLLEGE OF CULINARY ARTS","AZ","Proprietary",9091027.95,1516
"31362",25831,"CONTINENTAL SCHOOL OF BEAUTY CULTURE","NY","Proprietary",327218.57,1516
"31363",25832,"EVEREST COLLEGE","WA","Private-Nonprofit",1440512,1516
"31364",25833,"MICHIGAN CAREER AND TECHNICAL INSTITUTE","MI","Public",236573,1516
"31365",25834,"DENHAM SPRINGS BEAUTY COLLEGE","LA","Proprietary",185012,1516
"31366",25835,"SANDUSKY CAREER CENTER","OH","Public",185037,1516
"31367",25836,"ACADEMY OF COSMETOLOGY","MT","Proprietary",74872,1516
"31368",25837,"CAREER COLLEGE OF NORTHERN NEVADA","NV","Proprietary",1521601,1516
"31369",25838,"RABBINICAL COLLEGE OF YESHIVA AND KOLEL BAIS MEDROSH ELYON ASSOCIATION","NY","Private-Nonprofit",36149,1516
"31370",25839,"PARADISE VALLEY COMMUNITY COLLEGE","AZ","Public",6887771,1516
"31371",25840,"CORTIVA INSTITUTE - SCOTTSDALE","AZ","Proprietary",163778,1516
"31372",25841,"YESHIVA GEDOLAH IMREI YOSEF D'SPINKA","NY","Private-Nonprofit",433899.7,1516
"31373",25842,"MCNALLY SMITH COLLEGE OF MUSIC","MN","Proprietary",754001,1516
"31374",25843,"WELCH COLLEGE","TN","Private-Nonprofit",539788.47,1516
"31375",25844,"HAIRMASTERS INSTITUTE OF COSMETOLOGY","IL","Proprietary",171877,1516
"31376",25845,"KENTUCKY MOUNTAIN BIBLE COLLEGE","KY","Private-Nonprofit",200155,1516
"31377",25846,"GRAHAM WEBB INTERNATIONAL ACADEMY OF HAIR","VA","Proprietary",131946,1516
"31378",25847,"WILLIAM T MCFATTER TECHNICAL CENTER","FL","Public",761116,1516
"31379",25848,"SAFFORD COLLEGE OF BEAUTY CULTURE","AZ","Proprietary",79134,1516
"31380",25849,"ARKANSAS BEAUTY SCHOOL- LITTLE ROCK","AR","Proprietary",177055.13,1516
