"","School","State","School.Type","Total.Disbursements","Year"
"19430","VEEB NASSAU COUNTY SCHOOL OF PRACTICAL NURSING","NY","Public",574917.02,"1415"
"19431","JZ TREND ACADEMY PAUL MITCHELL PARTNER SCHOOL","ND","Proprietary",74908.27,"1415"
"19432","LAREDO BEAUTY COLLEGE","TX","Proprietary",584466,"1415"
"19433","PALMER COLLEGE OF CHIROPRACTIC","IA","Private-Nonprofit",84422,"1415"
"19434","UNIVERSITY OF WESTERN STATES","OR","Private-Nonprofit",157446,"1415"
"19435","CORNISH COLLEGE OF THE ARTS","WA","Private-Nonprofit",1263120,"1415"
"19436","MANCHESTER BEAUTY COLLEGE","CA","Proprietary",122369,"1415"
"19437","TULARE BEAUTY COLLEGE","CA","Proprietary",86253,"1415"
"19438","NORTHWESTERN HEALTH SCIENCES UNIVERSITY","MN","Private-Nonprofit",190804,"1415"
"19439","PHAGANS' CENTRAL OREGON BEAUTY COLLEGE","OR","Proprietary",411980,"1415"
"19440","PHAGANS' BEAUTY COLLEGE","OR","Proprietary",275844,"1415"
"19441","PHAGANS' SCHOOL OF HAIR DESIGN","OR","Proprietary",765286,"1415"
"19442","PHAGANS' SCHOOL OF BEAUTY","OR","Proprietary",204091,"1415"
"19443","PLAZA COLLEGE","NY","Proprietary",4013320,"1415"
"19444","B M SPURR SCHOOL OF PRACTICAL NURSING","WV","Private-Nonprofit",72056,"1415"
"19445","NORTHWESTERN COLLEGE","IL","Proprietary",3895041.74,"1415"
"19446","ST. PAUL'S SCHOOL OF NURSING","NY","Proprietary",1412516.01,"1415"
"19447","SOUTHEASTERN REGIONAL VOCATIONAL TECHNICAL SCHOOL","MA","Public",328002.96,"1415"
"19448","THOMAS JEFFERSON UNIVERSITY","PA","Private-Nonprofit",712585.38,"1415"
"19449","SCHUYLER STEUBEN CHEMUNG TIOGA ALLEGANY BOCES","NY","Public",542332.37,"1415"
"19450","STONE ACADEMY","CT","Proprietary",4201260,"1415"
"19451","UNIVERSAL COLLEGE OF BEAUTY","CA","Proprietary",241080,"1415"
"19452","EVERGREEN VALLEY COLLEGE","CA","Public",12060352.54,"1415"
"19453","LINCOLN TECHNICAL INSTITUTE","NJ","Proprietary",21487730,"1415"
"19454","EASTWICK COLLEGE - HACKENSACK CAMPUS.","NJ","Proprietary",1803222,"1415"
"19455","PAUL MITCHELL THE SCHOOL DALLAS","TX","Proprietary",2430000.09,"1415"
"19456","INTERNATIONAL BEAUTY COLLEGE #3","TX","Proprietary",203509,"1415"
"19457","TONI & GUY HAIRDRESSING ACADEMY","WA","Proprietary",142081.62,"1415"
"19458","RANKEN TECHNICAL COLLEGE","MO","Private-Nonprofit",4041740,"1415"
"19459","TALMUDICAL YESHIVA OF PHILADELPHIA","PA","Private-Nonprofit",196940,"1415"
"19460","CARIBBEAN UNIVERSITY","PR","Private-Nonprofit",16409016.31,"1415"
"19461","FIRST COAST TECHNICAL INSTITUTE","FL","Public",1581591.24,"1415"
"19462","LOS ANGELES MISSION COLLEGE","CA","Public",12543681.07,"1415"
"19463","FIVE TOWNS COLLEGE","NY","Proprietary",1457804.51,"1415"
"19464","WEST VIRGINIA UNIVERSITY HOSPITALS","WV","Private-Nonprofit",1880,"1415"
"19465","RINGLING COLLEGE OF ART & DESIGN","FL","Private-Nonprofit",1484469.73,"1415"
"19466","SAINT LOUIS CHRISTIAN COLLEGE","MO","Private-Nonprofit",476927.05,"1415"
"19467","ILLINOIS INSTITUTE OF ART (THE)","IL","Proprietary",13010255.79,"1415"
"19468","METROPOLITAN COMMUNITY COLLEGE","NE","Public",21615514.56,"1415"
"19469","ERIE 1 BOARD OF COOPERATIVE EDUCATIONAL SERVICES","NY","Public",859797,"1415"
"19470","EMPIRE BEAUTY SCHOOL","PA","Proprietary",4787135.56,"1415"
"19471","MARINELLO SCHOOL OF BEAUTY","CA","Proprietary",1943277,"1415"
"19472","ONONDAGA CORTLAND MADISON BOCES","NY","Public",1853354.5,"1415"
"19473","BEL - REA INSTITUTE OF ANIMAL TECHNOLOGY","CO","Proprietary",1313838.89,"1415"
"19474","CAROUSEL BEAUTY COLLEGE","OH","Proprietary",71890.99,"1415"
"19475","PELLISSIPPI STATE COMMUNITY COLLEGE","TN","Public",14213296,"1415"
"19476","BENJAMIN FRANKLIN CAREER & TECHNICAL CENTER","WV","Public",282597,"1415"
"19477","SOUTHSIDE REGIONAL MEDICAL CENTER PROFESSIONAL SCHOOLS","VA","Proprietary",155307,"1415"
"19478","EDISON STATE COMMUNITY COLLEGE","OH","Public",4042149.94,"1415"
"19479","METROPLEX BEAUTY SCHOOL","TX","Proprietary",183213,"1415"
"19480","OSWEGO COUNTY BOCES","NY","Public",235557,"1415"
"19481","JOHN WOOD COMMUNITY COLLEGE","IL","Public",3439676.63,"1415"
"19482","PAT GOINS RUSTON BEAUTY SCHOOL","LA","Proprietary",122478.2,"1415"
"19483","OXNARD COLLEGE","CA","Public",10078551,"1415"
"19484","MOLER HOLLYWOOD BEAUTY ACADEMY","OH","Proprietary",236336,"1415"
"19485","INTERNATIONAL SALON AND SPA ACADEMY","CO","Proprietary",724055.75,"1415"
"19486","ARKANSAS NORTHEASTERN COLLEGE","AR","Public",2196998.44,"1415"
"19487","SOUTHERN STATE COMMUNITY COLLEGE","OH","Public",5489490,"1415"
"19488","NORTH-WEST COLLEGE","CA","Proprietary",4624507,"1415"
"19489","WYOTECH","CA","Proprietary",6043811.22,"1415"
"19490","PICKENS TECHNICAL COLLEGE","CO","Public",782359.37,"1415"
"19491","PAT GOINS BENTON RD BEAUTY SCHOOL","LA","Proprietary",103611.8,"1415"
"19492","CELEBRITY STYLIST BEAUTY SCHOOL","LA","Proprietary",217517.26,"1415"
"19493","MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL","MA","Public",135266,"1415"
"19494","ANTONELLI COLLEGE","OH","Proprietary",5308307,"1415"
"19495","VIRGINIA MARTI COLLEGE OF ART AND DESIGN","OH","Proprietary",569141,"1415"
"19496","MONONGALIA COUNTY TECHNICAL EDUCATION CENTER (MTEC)","WV","Public",252656,"1415"
"19497","ACADEMY OF CAREERS AND TECHNOLOGY","WV","Public",492049,"1415"
"19498","LAKE TAHOE COMMUNITY COLLEGE","CA","Public",2055109,"1415"
"19499","MTI COLLEGE","CA","Proprietary",2944684.38,"1415"
"19500","SYRACUSE CITY SCHOOL DISTRICT","NY","Public",154556,"1415"
"19501","SOUTH HILLS BEAUTY ACADEMY","PA","Proprietary",230792,"1415"
"19502","CHARLES & SUE'S SCHOOL OF HAIR DESIGN","TX","Proprietary",234017,"1415"
"19503","TINT SCHOOL OF MAKEUP & COSMETOLOGY","TX","Proprietary",435741.99,"1415"
"19504","ROSEMEAD BEAUTY SCHOOL","CA","Proprietary",1333147.15,"1415"
"19505","ROB ROY ACADEMY","MA","Proprietary",251975.49,"1415"
"19506","HUDSON COUNTY COMMUNITY COLLEGE","NJ","Public",26999871.07,"1415"
"19507","NEBRASKA CHRISTIAN COLLEGE","NE","Private-Nonprofit",288204.54,"1415"
"19508","PROFESSIONAL INSTITUTE OF BEAUTY","CA","Proprietary",538016.36,"1415"
"19509","HAIR CALIFORNIA BEAUTY ACADEMY","CA","Proprietary",15915,"1415"
"19510","OCEANSIDE COLLEGE OF BEAUTY","CA","Proprietary",223399.65,"1415"
"19511","NEILSON BEAUTY COLLEGE","TX","Proprietary",78573,"1415"
"19512","OLYMPIAN ACADEMY OF COSMETOLOGY","NM","Proprietary",4013127,"1415"
"19513","LA'JAMES INTERNATIONAL COLLEGE","IA","Proprietary",171895.69,"1415"
"19514","NAZARENE BIBLE COLLEGE","CO","Private-Nonprofit",1028582.09,"1415"
"19515","PHAGANS' SALON ACADEMY","OR","Proprietary",118800,"1415"
"19516","LANCASTER BEAUTY SCHOOL","CA","Proprietary",501112,"1415"
"19517","OGLE SCHOOL HAIR SKIN NAILS","TX","Proprietary",2256736,"1415"
"19518","CITY UNIVERSITY OF SEATTLE","WA","Private-Nonprofit",963084,"1415"
"19519","MACHZIKEI HADATH RABBINICAL COLLEGE","NY","Private-Nonprofit",646180,"1415"
"19520","YESHIVATH VIZNITZ","NY","Private-Nonprofit",2499240,"1415"
"19521","BORICUA COLLEGE","NY","Private-Nonprofit",5510311.2,"1415"
"19522","SOUTH UNIVERSITY","GA","Proprietary",56039808.29,"1415"
"19523","AMERICAN BEAUTY COLLEGE","CA","Proprietary",388745.98,"1415"
"19524","CAPRI OAK FOREST BEAUTY COLLEGE","IL","Proprietary",437516.4,"1415"
"19525","SALON SUCCESS ACADEMY","CA","Proprietary",1423371.41,"1415"
"19526","INTERNATIONAL COLLEGE OF BROADCASTING","OH","Proprietary",514170.51,"1415"
"19527","YESHIVATH BETH MOSHE","PA","Private-Nonprofit",123035,"1415"
"19528","CONTINENTAL ACADEMIE OF HAIR DESIGN","NH","Proprietary",161746,"1415"
"19529","BAPTIST BIBLE COLLEGE","MO","Private-Nonprofit",834612,"1415"
"19530","ROXBOROUGH MEMORIAL HOSPITAL","PA","Proprietary",342292,"1415"
"19531","M.J. MURPHY BEAUTY COLLEGE OF MOUNT PLEASANT","MI","Proprietary",258723,"1415"
"19532","UNIVERSITY OF HOUSTON - VICTORIA","TX","Public",5965852.79,"1415"
"19533","ACADEMY OF HAIR DESIGN","NV","Proprietary",661948,"1415"
"19534","LORENZO WALKER TECHNICAL COLLEGE","FL","Public",766018.88,"1415"
"19535","LYTLE'S REDWOOD EMPIRE BEAUTY COLLEGE","CA","Proprietary",325130.44,"1415"
"19536","SOUTH HILLS SCHOOL OF BUSINESS & TECHNOLOGY","PA","Proprietary",1900743,"1415"
"19537","OGLALA LAKOTA COLLEGE-","SD","Public",3758450,"1415"
"19538","GUAM COMMUNITY COLLEGE","GU","Public",6633236,"1415"
"19539","ACADEMY COLLEGE","MN","Proprietary",234493,"1415"
"19540","KAPLAN COLLEGE","OH","Proprietary",1334727,"1415"
"19541","BLACK RIVER TECHNICAL COLLEGE","AR","Public",4933002.18,"1415"
"19542","NORTHEAST TECHNOLOGY CENTER","OK","Public",854552,"1415"
"19543","LIBERTY UNIVERSITY","VA","Private-Nonprofit",111163320.03,"1415"
"19544","EASTWICK COLLEGE","NJ","Proprietary",2296515,"1415"
"19545","TRUMBULL BUSINESS COLLEGE","OH","Proprietary",948567,"1415"
"19546","MARINELLO SCHOOL OF BEAUTY","CA","Proprietary",2117913,"1415"
"19547","HARRINGTON COLLEGE OF DESIGN","IL","Proprietary",638983.44,"1415"
"19548","BOSSIER PARISH COMMUNITY COLLEGE","LA","Public",21692655,"1415"
"19549","DELTA SCHOOL OF BUSINESS AND TECHNOLOGY","LA","Proprietary",941885.06,"1415"
"19550","FOUR RIVERS CAREER CENTER","MO","Public",122699,"1415"
"19551","CAPRI COSMETOLOGY LEARNING CENTER","NY","Proprietary",656841,"1415"
"19552","MITCHELL'S HAIR STYLING ACADEMY","NC","Proprietary",309771,"1415"
"19553","DAYMAR COLLEGE","OH","Proprietary",862813.76,"1415"
"19554","ROANE JACKSON TECHNICAL CENTER","WV","Public",117872,"1415"
"19555","CONLEE'S COLLEGE OF COSMETOLOGY","TX","Proprietary",140342,"1415"
"19556","PARIS BEAUTY COLLEGE","CA","Proprietary",300876,"1415"
"19557","MIAT COLLEGE OF TECHNOLOGY","MI","Proprietary",2759899,"1415"
"19558","MERIDIAN TECHNOLOGY CENTER, SCHOOL DISTRICT NUMBER 16","OK","Public",432619.13,"1415"
"19559","BROWN COLLEGE OF COURT REPORTING","GA","Proprietary",576970,"1415"
"19560","VENUS BEAUTY ACADEMY","PA","Proprietary",237030,"1415"
"19561","WAYNES COLLEGE OF BEAUTY","CA","Proprietary",139503,"1415"
"19562","ROMAN ACADEMY OF BEAUTY CULTURE","NJ","Proprietary",115381,"1415"
"19563","MONTSERRAT COLLEGE OF ART","MA","Private-Nonprofit",668938,"1415"
"19564","MBTI BUSINESS TRAINING INSTITUTE","PR","Proprietary",18486379.7,"1415"
"19565","COASTLINE COMMUNITY COLLEGE","CA","Public",10668169,"1415"
"19566","SIERRA COLLEGE OF BEAUTY","CA","Proprietary",520552.99,"1415"
"19567","PRESCOTT COLLEGE","AZ","Private-Nonprofit",1032412,"1415"
"19568","CALIFORNIA BEAUTY COLLEGE","CA","Proprietary",293264.02,"1415"
"19569","OHIO STATE COLLEGE OF BARBER STYLING","OH","Proprietary",763929.15,"1415"
"19570","NEW SCHOOL, THE","NY","Private-Nonprofit",6974567.62,"1415"
"19571","UNITED TECHNICAL CENTER","WV","Public",60736,"1415"
"19572","LESTER E. COX MEDICAL CENTER","MO","Private-Nonprofit",1414797,"1415"
"19573","DOUGLAS EDUCATION CENTER","PA","Proprietary",1052412,"1415"
"19574","NEW YORK SCHOOL OF INTERIOR DESIGN","NY","Private-Nonprofit",256281,"1415"
"19575","VATTEROTT COLLEGE","IL","Proprietary",2756277,"1415"
"19576","CONCORDIA UNIVERSITY","CA","Private-Nonprofit",2407171,"1415"
"19577","TELSHE YESHIVA-CHICAGO","IL","Private-Nonprofit",155790,"1415"
"19578","GALLIA JACKSON VINTON JOINT SCHOOL ADULT EDUCATION","OH","Public",383592.4,"1415"
"19579","CARVER CAREER AND TECHNICAL EDUCATION CENTER","WV","Public",610188,"1415"
"19580","UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT BATESVILLE","AR","Public",3258826.96,"1415"
"19581","NORTHWEST TECHNICAL INSTITUTE","AR","Public",689986.18,"1415"
"19582","WOR-WIC COMMUNITY COLLEGE","MD","Public",5678937.33,"1415"
"19583","BRANFORD HALL CAREER INSTITUTE","CT","Proprietary",10991930.11,"1415"
"19584","CAPITOL CITY TRADE & TECHNICAL SCHOOL","TX","Proprietary",123166.56,"1415"
"19585","ILLINOIS EASTERN COMMUNITY COLLEGES -FRONTIER COMMUNITY COLLEGE","IL","Public",832719,"1415"
"19586","SOUTH ARKANSAS COMMUNITY COLLEGE","AR","Public",4070563.97,"1415"
"19587","LIFE UNIVERSITY","GA","Private-Nonprofit",1735287.64,"1415"
"19588","CHRIS BEAUTY COLLEGE","MS","Proprietary",292067,"1415"
"19589","PULASKI TECHNICAL COLLEGE","AR","Public",24943700.91,"1415"
"19590","BRIARCLIFFE COLLEGE","NY","Proprietary",6435666.05,"1415"
"19591","SOUTHERN CALIFORNIA INSTITUTE OF ARCHITECTURE (THE)","CA","Private-Nonprofit",425641,"1415"
"19592","MILWAUKEE INSTITUTE OF ART & DESIGN","WI","Private-Nonprofit",1160095,"1415"
"19593","NORTH LAKE COLLEGE","TX","Public",9405739.72,"1415"
"19594","SHERMAN KENDALL'S ACADEMY OF BEAUTY ARTS AND SCIENCES","UT","Proprietary",110242,"1415"
"19595","ART INSTITUTE OF COLORADO (THE)","CO","Proprietary",3522394,"1415"
"19596","EMPIRE BEAUTY SCHOOL","MA","Proprietary",6484479.22,"1415"
"19597","COLLEGE OF HAIR DESIGN","NE","Proprietary",835775.25,"1415"
"19598","ARLINGTON BAPTIST COLLEGE","TX","Private-Nonprofit",484893,"1415"
"19599","TESST COLLEGE OF TECHNOLOGY","MD","Proprietary",1412498.38,"1415"
"19600","NORTHERN NEW MEXICO COLLEGE","NM","Public",2586801,"1415"
"19601","RAVENSCROFT BEAUTY COLLEGE","IN","Proprietary",526723.97,"1415"
"19602","MARINELLO SCHOOL OF BEAUTY","CA","Proprietary",2154278.7,"1415"
"19603","OZARKA COLLEGE","AR","Public",3778340.35,"1415"
"19604","CONCORDE CAREER INSTITUTE","FL","Proprietary",3910750,"1415"
"19605","TRIANGLE TECH","PA","Proprietary",196830.9,"1415"
"19606","CAPRI COLLEGE","IA","Proprietary",474702,"1415"
"19607","CLEVELAND UNIVERSITY-KANSAS CITY","KS","Private-Nonprofit",97873.8,"1415"
"19608","ELEGANCE INTERNATIONAL","CA","Proprietary",933896.03,"1415"
"19609","KAPLAN COLLEGE","CA","Proprietary",5240324.94,"1415"
"19610","MASSACHUSETTS SCHOOL OF BARBERING","MA","Proprietary",185030,"1415"
"19611","EASTWICK COLLEGE - NUTLEY CAMPUS","NJ","Proprietary",1383767,"1415"
"19612","RIDLEY-LOWELL SCHOOL OF BUSINESS","NY","Proprietary",472774,"1415"
"19613","LAUREL TECHNICAL INSTITUTE","PA","Proprietary",1393202,"1415"
"19614","TENNESSEE COLLEGE OF APPLIED TECHNOLOGY WHITEVILLE","TN","Public",667261.73,"1415"
"19615","SOUTHWEST INSTITUTE OF TECHNOLOGY","TX","Proprietary",12953,"1415"
"19616","LONG ISLAND BUSINESS INSTITUTE","NY","Proprietary",7569942,"1415"
"19617","HASTINGS BEAUTY SCHOOL","MN","Proprietary",128884,"1415"
"19618","WESTERN TECHNICAL COLLEGE","TX","Proprietary",7306594.38,"1415"
"19619","HERKIMER COUNTY  BOCES PRACTICAL NURSING PROGRAM","NY","Public",332909,"1415"
"19620","UNIVERSITY OF PHOENIX","AZ","Proprietary",567527409.45,"1415"
"19621","CENTRAL COMMUNITY COLLEGE","NE","Public",7398050.3,"1415"
"19622","ROSS MEDICAL EDUCATION CENTER","MI","Proprietary",5420354.25,"1415"
"19623","UNIVERSIDAD POLITECNICA DE PUERTO RICO","PR","Private-Nonprofit",9434039.24,"1415"
"19624","BROOKHAVEN COLLEGE","TX","Public",8313381.98,"1415"
"19625","MED-ASSIST SCHOOL OF HAWAII","HI","Proprietary",196609.17,"1415"
"19626","EVEREST INSTITUTE","MI","Proprietary",1369606.08,"1415"
"19627","UNIVERSAL TECHNICAL INSTITUTE","AZ","Proprietary",21077594.24,"1415"
"19628","CARRINGTON COLLEGE","AZ","Proprietary",12950976.5,"1415"
"19629","NORTHWEST COLLEGE SCHOOL OF BEAUTY","OR","Proprietary",2537167,"1415"
"19630","TENNESSEE COLLEGE OF APPLIED TECHNOLOGY - MURFREESBORO","TN","Public",743078.93,"1415"
"19631","CAPRI INSTITUTE OF HAIR DESIGN","NJ","Proprietary",239435.61,"1415"
"19632","HARRIS SCHOOL OF BUSINESS","NJ","Proprietary",7080917,"1415"
"19633","OTSEGO DELAWARE SCHOHARIE GREENE BOCES","NY","Public",170701,"1415"
"19634","SPA TECH INSTITUTE","ME","Proprietary",873847.06,"1415"
"19635","SUMNER COLLEGE","OR","Proprietary",779346.9,"1415"
"19636","EVERGREEN BEAUTY AND BARBER COLLEGE","WA","Proprietary",191495,"1415"
"19637","HAIR DESIGN INSTITUTE AT FIFTH AVENUE","NY","Proprietary",896571,"1415"
"19638","COLLEGE OF COSMETOLOGY","OR","Proprietary",292309.85,"1415"
"19639","O'MORE COLLEGE OF DESIGN","TN","Private-Nonprofit",263788,"1415"
"19640","AMERICAN INSTITUTE","CT","Proprietary",3868774,"1415"
"19641","TRINITY LUTHERAN COLLEGE","WA","Private-Nonprofit",489724.85,"1415"
"19642","BRAMSON ORT COLLEGE MAIN CAMPUS-01","NY","Private-Nonprofit",2589441,"1415"
"19643","PENNSYLVANIA ACADEMY OF THE FINE ARTS","PA","Private-Nonprofit",321334.1,"1415"
"19644","TRUCKEE MEADOWS COMMUNITY COLLEGE","NV","Public",11787092,"1415"
"19645","UNIVERSITY OF HAWAII - WEST OAHU","HI","Public",3753494.32,"1415"
"19646","WARDS CORNER BEAUTY ACADEMY","VA","Proprietary",541236.65,"1415"
"19647","COLUMBIA COLLEGE HOLLYWOOD","CA","Private-Nonprofit",821170.19,"1415"
"19648","CLEVELAND INSTITUTE OF DENTAL - MEDICAL ASSISTANTS","OH","Proprietary",1789237,"1415"
"19649","CALIFORNIA COLLEGE SAN DIEGO","CA","Proprietary",5465055.71,"1415"
"19650","CATTARAUGUS/ALLEGANY/ERIE/WYOMING BOCES OLEAN","NY","Public",125272,"1415"
"19651","RICH MOUNTAIN COMMUNITY COLLEGE","AR","Public",1565202,"1415"
"19652","CUYAMACA COLLEGE","CA","Public",9967190,"1415"
"19653","DANVILLE REGIONAL MEDICAL CENTER SCHOOL OF HEALTH PROFESSIONS","VA","Proprietary",28442,"1415"
"19654","GREAT LAKES INSTITUTE OF TECHNOLOGY","PA","Proprietary",1775850,"1415"
"19655","RIDLEY - LOWELL BUSINESS & TECHNICAL INSTITUTE","CT","Proprietary",2501758,"1415"
"19656","NORTH HAVEN ACADEMY, LLC","CT","Proprietary",373923.19,"1415"
"19657","AMERICAN INTERCONTINENTAL UNIVERSITY","IL","Proprietary",54394536.27,"1415"
"19658","ROBERTO-VENN SCHOOL OF LUTHIERY","AZ","Proprietary",117498,"1415"
"19659","JOHNSON COLLEGE","PA","Private-Nonprofit",995696,"1415"
"19660","PINELLAS TECHNICAL COLLEGE - ST. PETERSBURG CAMPUS","FL","Public",1921876.53,"1415"
"19661","BRIDGERLAND APPLIED TECHNOLOGY COLLEGE","UT","Public",996679,"1415"
"19662","SANFORD-BROWN COLLEGE","GA","Proprietary",8772999.61,"1415"
"19663","PUEBLO COMMUNITY COLLEGE","CO","Public",12355673,"1415"
"19664","UPPER VALLEY JOINT VOCATIONAL SCHOOL","OH","Public",372774.2,"1415"
"19665","ART INSTITUTE OF HOUSTON (THE)","TX","Proprietary",12272069.67,"1415"
"19666","GREAT OAKS CAREER CAMPUSES-SCARLET OAKS","OH","Public",579584.03,"1415"
"19667","BECK SCHOOL OF PRACTICAL NURSING","IL","Public",396036,"1415"
"19668","NAROPA UNIVERSITY","CO","Private-Nonprofit",995716,"1415"
"19669","AVEDA INSTITUTE LAFAYETTE","LA","Proprietary",421596.46,"1415"
"19670","LEVITTOWN BEAUTY ACADEMY","PA","Proprietary",166876,"1415"
"19671","MISSION COLLEGE","CA","Public",7715136.72,"1415"
"19672","COURT REPORTING INSTITUTE OF ST LOUIS","MO","Proprietary",617152,"1415"
"19673","PENNSYLVANIA ACADEMY OF COSMETOLOGY ARTS & SCIENCES","PA","Proprietary",314395,"1415"
"19674","SAN JOAQUIN VALLEY COLLEGE","CA","Proprietary",24208636,"1415"
"19675","YORKTOWNE BUSINESS INSTITUTE","PA","Proprietary",391937,"1415"
"19676","MIDWEST INSTITUTE","MO","Proprietary",753104,"1415"
"19677","NEW ENGLAND HAIR ACADEMY","MA","Proprietary",392414.03,"1415"
"19678","AVEDA INSTITUTE","MN","Proprietary",1044191,"1415"
"19679","ORANGE ULSTER BOCES SCHOOL OF PRACTICAL NURSING","NY","Public",158761,"1415"
"19680","UNIVERSITY OF SPA & COSMETOLOGY ARTS","IL","Proprietary",429711,"1415"
"19681","FRANKLIN TECHNOLOGY CENTER","MO","Public",438660.8,"1415"
"19682","CAREER ACADEMY OF BEAUTY","CA","Proprietary",420532.52,"1415"
"19683","MARGARET H. ROLLINS SCHOOL OF NURSING AT BEEBE MEDICAL CENTER","DE","Private-Nonprofit",43329.47,"1415"
"19684","NASHVILLE COLLEGE OF MEDICAL CAREERS","TN","Proprietary",534588.51,"1415"
"19685","CIRCLE IN THE SQUARE THEATRE SCHOOL","NY","Private-Nonprofit",30420,"1415"
"19686","MICHIGAN COLLEGE OF BEAUTY","MI","Proprietary",971063,"1415"
"19687","MADISON ONEIDA BOCES PRACTICAL NURSING PROGRAM","NY","Public",282157,"1415"
"19688","ENID BEAUTY COLLEGE","OK","Proprietary",184871.24,"1415"
"19689","YTI CAREER INSTITUTE","PA","Proprietary",5416913,"1415"
"19690","SOJOURNER-DOUGLASS COLLEGE","MD","Private-Nonprofit",1989717.48,"1415"
"19691","BRIDGES BEAUTY COLLEGE","CA","Proprietary",513517.77,"1415"
"19692","INSTITUTE FOR BUSINESS & TECHNOLOGY","CA","Proprietary",2737856,"1415"
"19693","ART INSTITUTE OF CINCINNATI (THE)","OH","Proprietary",96500,"1415"
"19694","CENTRAL SCHOOL OF PRACTICAL NURSING","VA","Public",125466.31,"1415"
"19695","TRIANGLE TECH","PA","Proprietary",1143197.04,"1415"
"19696","DUCRET SCHOOL OF THE ARTS","NJ","Private-Nonprofit",71526,"1415"
"19697","PENNCO TECH","NJ","Proprietary",2991488,"1415"
"19698","FORTIS INSTITUTE","NJ","Proprietary",3369978.95,"1415"
"19699","NATIONAL CONSERVATORY OF DRAMATIC ARTS","DC","Private-Nonprofit",100435,"1415"
"19700","LA' JAMES INTERNATIONAL COLLEGE - DAVENPORT","IA","Proprietary",177241.11,"1415"
"19701","OLD TOWN BARBER  COLLEGE","KS","Proprietary",321304,"1415"
"19702","WISCONSIN LUTHERAN COLLEGE","WI","Private-Nonprofit",1370486,"1415"
"19703","ROB ROY ACADEMY","MA","Proprietary",89572.8,"1415"
"19704","BLACK HILLS BEAUTY COLLEGE","SD","Proprietary",410466,"1415"
"19705","PALO ALTO UNIVERSITY","CA","Private-Nonprofit",517258,"1415"
"19706","BOCES RENSSELAER SCHOOL OF PRACTICAL NURSING","NY","Public",144666.39,"1415"
"19707","HAWAII INSTITUTE OF HAIR DESIGN","HI","Proprietary",399191.84,"1415"
"19708","RIVERSIDE COLLEGE OF HEALTH CAREERS","VA","Private-Nonprofit",465950,"1415"
"19709","ST. JOSEPH SCHOOL OF NURSING","NH","Private-Nonprofit",195916,"1415"
"19710","CANTON CITY SCHOOL DISTRICT ADULT CAREER & TECHNICAL EDUCATION","OH","Public",391626,"1415"
"19711","MARTIN UNIVERSITY","IN","Private-Nonprofit",1388707.53,"1415"
"19712","SAVANNAH COLLEGE OF ART AND DESIGN","GA","Private-Nonprofit",9859919,"1415"
"19713","LEX LA RAY TECHNICAL CENTER","MO","Public",155887,"1415"
"19714","SALISH KOOTENAI COLLEGE","MT","Public",2583699,"1415"
"19715","STERLING COLLEGE","VT","Private-Nonprofit",311439,"1415"
"19716","SINTE GLESKA UNIVERSITY","SD","Public",1486014,"1415"
"19717","BEAUTY INSTITUTE (THE)","PA","Proprietary",400135,"1415"
"19718","KILIAN COMMUNITY COLLEGE","SD","Private-Nonprofit",489591,"1415"
"19719","VET TECH INSTITUTE OF HOUSTON","TX","Proprietary",921567.65,"1415"
"19720","SCOTT COLLEGE OF COSMETOLOGY","WV","Proprietary",288070,"1415"
"19721","CAYUGA ONONDAGA BOCES","NY","Public",158632,"1415"
"19722","WAYNE - FINGER LAKES BOCES","NY","Public",720075,"1415"
"19723","INSTITUTE OF AMERICAN INDIAN & ALASKA NATIVE CULTURE & ARTSDEVELOPMENT","NM","Public",763932,"1415"
"19724","SOUTH MOUNTAIN COMMUNITY COLLEGE","AZ","Public",8717674.43,"1415"
"19725","JOE KUBERT SCHOOL OF CARTOON & GRAPHIC ART (THE)","NJ","Proprietary",147400,"1415"
"19726","FASHION FOCUS HAIR ACADEMY","FL","Proprietary",170934.92,"1415"
"19727","MANHATTAN BEAUTY SCHOOL","FL","Proprietary",82761,"1415"
"19728","CONNECTICUT INSTITUTE OF HAIR DESIGN","CT","Proprietary",205763,"1415"
"19729","PAUL MITCHELL THE SCHOOL-JACKSONVILLE","FL","Proprietary",1434641.91,"1415"
"19730","COSMETOLOGY AND SPA ACADEMY","IL","Proprietary",535100,"1415"
"19731","CENTRAL SUSQUEHANNA LPN CAREER CENTER","PA","Public",355454,"1415"
"19732","KEISER UNIVERSITY","FL","Private-Nonprofit",60352865,"1415"
"19733","YESHIVA SHAAR HATORAH","NY","Private-Nonprofit",16270,"1415"
"19734","PAUL MITCHELL THE SCHOOL - MURFREESBORO","TN","Proprietary",797995,"1415"
"19735","BROOME DELAWARE TIOGA BOCES PROGRAM OF PRACTICAL NURSING","NY","Public",126025.5,"1415"
"19736","DIVERS ACADEMY OF THE EASTERN SEABOARD","NJ","Proprietary",183751,"1415"
"19737","BEAU MONDE COLLEGE OF HAIR DESIGN","OR","Proprietary",473892.58,"1415"
"19738","MISSOURI SCHOOL OF BARBERING & HAIRSTYLING-ST. LOUIS","MO","Proprietary",70620,"1415"
"19739","CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY","CA","Private-Nonprofit",43765,"1415"
